metabolite,name,formula,carbon_atom
rib__D_p,D-Ribose,C5H10O5,Presence
ribflv_c,Riboflavin C17H20N4O6,C17H22N4O6,Presence
rml1p_c,L-Rhamnulose 1-phosphate,C6H11O8P,Presence
rml_c,L-Rhamnulose,C6H12O5,Presence
rmn_c,L-Rhamnose,C6H12O5,Presence
rmn_e,L-Rhamnose,C6H12O5,Presence
rnam_c,N Ribosylnicotinamide C11H15N2O5,C11H15N2O5,Presence
rnam_e,N Ribosylnicotinamide C11H15N2O5,C11H15N2O5,Presence
ru5p__D_c,D-Ribulose 5-phosphate,C5H9O8P,Presence
ru5p__L_c,L-Ribulose 5-phosphate,C5H9O8P,Presence
s7p_c,Sedoheptulose 7-phosphate,C7H13O10P,Presence
s_c,Sulfur,S,Absence
s_e,Sulfur,S,Absence
salc_c,Salicylate,C7H5O3,Presence
salc_e,Salicylate,C7H5O3,Presence
salchs4_c,Salmochelin-S4,C42H46N3O25,Presence
salchs4_e,Salmochelin-S4,C42H46N3O25,Presence
salchs4_p,Salmochelin-S4,C42H46N3O25,Presence
salchs4fe_c,Salmochelin-S4-Fe-III,C42FeH47N3O25,Presence
salchs4fe_e,Salmochelin-S4-Fe-III,C42FeH46N3O25,Presence
salchs4fe_p,Salmochelin-S4-Fe-III,C42FeH46N3O25,Presence
sarcs_c,Sarcosine C3H7NO2,C3H7NO2,Presence
sbt6p_c,D-Sorbitol 6-phosphate,C6H13O9P,Presence
sbt__D_c,D-Sorbitol,C6H14O6,Presence
sbt__D_e,D-Sorbitol,C6H14O6,Presence
sbzcoa_c,O-Succinylbenzoyl-CoA,C32H39N7O20P3S,Presence
scl_c,Sirohydrochlorin,C42H39N4O16,Presence
scys__L_c,S-Sulfo-L-cysteine,C3H6NO5S2,Presence
sdhlam_c,S Succinyldihydrolipoamide C12H20NO4S2,C12H20NO4S2,Presence
sel_c,Selenate,O4Se,Absence
sel_e,Selenate,O4Se,Absence
sel_p,Selenate,O4Se,Absence
selcys_c,Selenocysteine,C3H6NO2Se,Presence
seln_c,Selenide,Se,Absence
ser__D_c,D-Serine,C3H7NO3,Presence
ser__L_c,L-Serine,C3H7NO3,Presence
ser__L_e,L-Serine,C3H7NO3,Presence
ser__L_p,L-Serine,C3H7NO3,Presence
seramp_c,L-seryl-AMP,C13H19N6O9P,Presence
serglugly_c,Serine-glutamine-glycine tripeptide,C10H18N3O8,Presence
serglugly_e,Serine-glutamine-glycine tripeptide,C10H18N3O8,Presence
sheme_c,Siroheme C42H36FeN4O16,C42H36FeN4O16,Presence
sheme_e,Siroheme C42H36FeN4O16,C42H36FeN4O16,Presence
sheme_p,Siroheme C42H36FeN4O16,C42H36FeN4O16,Presence
skm5p_c,Shikimate 5-phosphate,C7H8O8P,Presence
skm_c,Shikimate,C7H9O5,Presence
skm_e,Shikimate,C7H9O5,Presence
skm_p,Shikimate,C7H9O5,Presence
sl26da_c,"N-Succinyl-LL-2,6-diaminoheptanedioate",C11H16N2O7,Presence
sl2a6o_c,N-Succinyl-2-L-amino-6-oxoheptanedioate,C11H12NO8,Presence
slnt_c,Selenite,O3Se,Absence
slnt_e,Selenite,O3Se,Absence
slnt_p,Selenite,O3Se,Absence
so3_c,Sulfite,O3S,Absence
so3_e,Sulfite,O3S,Absence
so3_p,Sulfite,O3S,Absence
so4_c,Sulfate,O4S,Absence
so4_e,Sulfate,O4S,Absence
so4_p,Sulfate,O4S,Absence
spmd_c,Spermidine,C7H22N3,Presence
spmd_e,Spermidine,C7H22N3,Presence
spmd_p,Spermidine,C7H22N3,Presence
stcoa_c,Stearoyl-CoA (n-C18:0CoA),C39H66N7O17P3S,Presence
stfrnA_c,Staphyloferrin A,C17H24N2O14,Presence
stfrnA_e,Staphyloferrin A,C17H24N2O14,Presence
suc6p_c,Sucrose 6-phosphate,C12H21O14P,Presence
succ_c,Succinate,C4H4O4,Presence
succ_p,Succinate,C4H4O4,Presence
succoa_c,Succinyl-CoA,C25H35N7O19P3S,Presence
suchms_c,O-Succinyl-L-homoserine,C8H12NO6,Presence
sucr_c,Sucrose C12H22O11,C12H22O11,Presence
sucr_e,Sucrose C12H22O11,C12H22O11,Presence
sucr_p,Sucrose C12H22O11,C12H22O11,Presence
sucsal_c,Succinic semialdehyde,C4H5O3,Presence
sula_c,Sulfoacetate C2H2O5S,C2H2O5S,Presence
sula_e,Sulfoacetate C2H2O5S,C2H2O5S,Presence
sulfac_c,Sulfoacetate,C2H2O5S,Presence
sulfac_e,Sulfoacetate,C2H2O5S,Presence
sulfac_p,Sulfoacetate,C2H2O5S,Presence
tag6p__D_c,D-Tagatose 6-phosphate,C6H11O9P,Presence
tagdp__D_c,"D-Tagatose 1,6-biphosphate",C6H10O12P2,Presence
tagur_c,D-Tagaturonate,C6H9O7,Presence
tartr__D_c,D-tartrate,C4H4O6,Presence
tartr__D_e,D-tartrate,C4H4O6,Presence
tartr__L_c,L-tartrate,C4H4O6,Presence
tartr__L_e,L-tartrate,C4H4O6,Presence
taur_c,Taurine C2H7NO3S,C2H7NO3S,Presence
taur_e,Taurine C2H7NO3S,C2H7NO3S,Presence
taur_p,Taurine C2H7NO3S,C2H7NO3S,Presence
tcynt_c,Thiocyanate,CNS,Presence
tcynt_e,Thiocyanate,CNS,Presence
tcynt_p,Thiocyanate,CNS,Presence
td2coa_c,Trans-Tetradec-2-enoyl-CoA,C35H56N7O17P3S,Presence
td58_2_coa_c,Trans cis cis tetradec 2 5 8 trienoyl CoA,C35H50N7O17P3S,Presence
td_5_8_coa_c,Cis cis tetradec 5 8 dienoyl CoA,C35H52N7O17P3S,Presence
tdcoa_c,Tetradecanoyl-CoA (n-C14:0CoA),C35H58N7O17P3S,Presence
tde2coa_c,Trans cis tetradeca 2 7 dienoyl CoA,C35H54N7O17P3S,Presence
tdeACP_c,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),C398H627N96O143P0S3,Presence
tde_2Z_coa_c,Cis tetradec 2 enoyl CoATetradecenoyl CoA  n C141 2Z CoA,C35H56N7O17P3S,Presence
tdecoa_c,Tetradecenoyl-CoA (n-C14:1CoA),C35H56N7O17P3S,Presence
tded5_2_coa_c,Trans cis tetradeca 2 5 dienoyl CoA,C35H54N7O17P3S,Presence
tded5coa_c,Cis tetradec 5 enoyl CoATetradecenoyl CoA  n C141d5CoA,C35H56N7O17P3S,Presence
thdp_c,"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,Presence
thf_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,Presence
thm_c,Thiamin,C12H17N4OS,Presence
thm_e,Thiamin,C12H17N4OS,Presence
thm_p,Thiamin,C12H17N4OS,Presence
thmmp_c,Thiamin monophosphate,C12H16N4O4PS,Presence
thmnp_c,Tetrahydromonapterin,C9H15N5O4,Presence
thmpp_c,Thiamine diphosphate,C12H16N4O7P2S,Presence
thp2c_c,"2,3,4,5-Tetrahydropyridine-2-carboxylate",C6H8NO2,Presence
thr__L_c,L-Threonine,C4H9NO3,Presence
thr__L_e,L-Threonine,C4H9NO3,Presence
thr__L_p,L-Threonine,C4H9NO3,Presence
thym_c,Thymine C5H6N2O2,C5H6N2O2,Presence
thym_e,Thymine C5H6N2O2,C5H6N2O2,Presence
thymd_c,Thymidine C10H14N2O5,C10H14N2O5,Presence
tnt_c,2 4 6 Trinitrotoluene,NO2,Absence
tnt_e,2 4 6 Trinitrotoluene,NO2,Absence
tnt_p,2 4 6 Trinitrotoluene,NO2,Absence
tntmdh_c,2 4 6 trinitrotoluene  Meisenheimer dihydride complex,H2NO2,Absence
tntmmh_c,2 4 6 Trinitrotoluene Meisenheimer monohydride complex,HNO2,Absence
toct2eACP_c,Trans-Oct-2-enoyl-[acyl-carrier protein],C392H615N96O143P0S3,Presence
tol_c,Toluene,C7H8,Presence
tol_e,Toluene,C7H8,Presence
tol_p,Toluene,C7H8,Presence
trans_dd2coa_c,Trans Dodec 2 enoyl CoA C33H52N7O17P3S,C33H52N7O17P3S,Presence
trdox_c,Oxidized thioredoxin,C10H12N4O4S2,Presence
trdrd_c,Reduced thioredoxin,C10H14N4O4S2,Presence
tre6p_c,"Alpha,alpha'-Trehalose 6-phosphate",C12H21O14P,Presence
tre_c,Trehalose,C12H22O11,Presence
tre_e,Trehalose,C12H22O11,Presence
tre_p,Trehalose,C12H22O11,Presence
trnaglu_c,TRNA (Glu),C28H34N11O21P3,Presence
trp__L_c,L-Tryptophan,C11H12N2O2,Presence
trp__L_e,L-Tryptophan,C11H12N2O2,Presence
trypta_c,Tryptamine cytosol,C10H13N2,Presence
tsul_c,Thiosulfate,O3S2,Absence
tsul_e,Thiosulfate,O3S2,Absence
tsul_p,Thiosulfate,O3S2,Absence
ttdca_c,Tetradecanoate (n-C14:0),C14H27O2,Presence
ttdca_p,Tetradecanoate (n-C14:0),C14H27O2,Presence
ttdcea_c,Tetradecenoate (n-C14:1),C14H25O2,Presence
ttdcea_p,Tetradecenoate (n-C14:1),C14H25O2,Presence
ttdceap_c,Tetradecanoyl-phosphate (n-C14:1),C14H26O5P,Presence
ttrcyc_c,Tetracycline,C22H24N2O8,Presence
ttrcyc_e,Tetracycline,C22H24N2O8,Presence
ttrcyc_p,Tetracycline,C22H24N2O8,Presence
tyr__L_c,L-Tyrosine,C9H11NO3,Presence
tyr__L_e,L-Tyrosine,C9H11NO3,Presence
uaagmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",C95H153N8O28P2,Presence
uaccg_c,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,C20H26N3O19P2,Presence
uacgam_c,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,Presence
uagmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C87H140N7O23P2,Presence
uama_c,UDP-N-acetylmuramoyl-L-alanine,C23H33N4O20P2,Presence
uamag_c,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C28H39N5O23P2,Presence
uamr_c,UDP-N-acetylmuramate,C20H28N3O19P2,Presence
udcpdp_c,Undecaprenyl diphosphate,C55H90O7P2,Presence
udcpp_c,Undecaprenyl phosphate,C55H90O4P,Presence
udcpp_e,Undecaprenyl phosphate,C55H90O4P,Presence
udp_c,UDP C9H11N2O12P2,C9H11N2O12P2,Presence
udpacgal_c,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2,Presence
udpg_c,UDPglucose,C15H22N2O17P2,Presence
udpgal_c,UDPgalactose,C15H22N2O17P2,Presence
ugmd_c,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C35H51N7O26P2,Presence
ugmda_c,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C41H61N9O28P2,Presence
um4p_c,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine",C38H56N8O27P2,Presence
ump_c,UMP C9H11N2O9P,C9H11N2O9P,Presence
uppg3_c,Uroporphyrinogen III,C40H36N4O16,Presence
ura_c,Uracil,C4H4N2O2,Presence
ura_e,Uracil,C4H4N2O2,Presence
uracp_c,Ureidoacrylate peracid,C4H6N2O4,Presence
urate_c,Urate C5H4N4O3,C5H4N4O3,Presence
urcan_c,Urocanate C6H5N2O2,C6H5N2O2,Presence
urdglyc_c,(-)-Ureidoglycolate,C3H5N2O4,Presence
urea_c,Urea CH4N2O,CH4N2O,Presence
urea_e,Urea CH4N2O,CH4N2O,Presence
urea_p,Urea CH4N2O,CH4N2O,Presence
uri_c,Uridine,C9H12N2O6,Presence
uri_e,Uridine,C9H12N2O6,Presence
uri_p,Uridine,C9H12N2O6,Presence
utp_c,UTP C9H11N2O15P3,C9H11N2O15P3,Presence
vacc2coa_c,Trans cis octadeca 2 11 dienoyl CoA,C39H62N7O17P3S,Presence
vacc_c,Vaccenic acid,C18H33O2,Presence
vacc_e,Vaccenic acid,C18H33O2,Presence
vacc_p,Vaccenic acid,C18H33O2,Presence
vacccoa_c,Vaccenyl coenzyme A,C39H64N7O17P3S,Presence
vaccoa_c,Vinylacetyl-CoA,C25H36N7O17P3S,Presence
val__D_c,D Valine,C5H9NO2,Presence
val__D_e,D Valine,C5H9NO2,Presence
val__D_p,D Valine,C5H9NO2,Presence
val__L_c,L-Valine,C5H11NO2,Presence
val__L_e,L-Valine,C5H11NO2,Presence
val__L_p,L-Valine,C5H11NO2,Presence
vanln_c,Vanillin,C8H8O3,Presence
vanln_e,Vanillin,C8H8O3,Presence
vanln_p,Vanillin,C8H8O3,Presence
vanlt_c,Vanillate,C8H7O4,Presence
xan_c,Xanthine,C5H4N4O2,Presence
xmp_c,Xanthosine 5'-phosphate,C10H11N4O9P,Presence
xtp_c,XTP,C10H11N4O15P3,Presence
xtsn_c,Xanthosine,C10H12N4O6,Presence
xu5p__D_c,D-Xylulose 5-phosphate,C5H9O8P,Presence
xu5p__L_c,L-Xylulose 5-phosphate,C5H9O8P,Presence
xyl3_c,Xylotriose,C15H26O13,Presence
xyl3_e,Xylotriose,C15H26O13,Presence
xyl4_c,Xylotetraose,C20H34O17,Presence
xyl__D_c,D-Xylose,C5H10O5,Presence
xyl__D_e,D-Xylose,C5H10O5,Presence
xyl__D_p,D-Xylose,C5H10O5,Presence
xylan4_c,"Xylan (4 backbone units, 1 glcur side chain)",C26H41O23,Presence
xylan4_e,"Xylan (4 backbone units, 1 glcur side chain)",C26H41O23,Presence
xylan8_e,"Xylan (8 backbone units, 2 glcur side chain)",C52H80O45,Presence
xylb_c,Xylobiose,C10H18O9,Presence
xylb_e,Xylobiose,C10H18O9,Presence
xylu__D_c,D-Xylulose,C5H10O5,Presence
xylu__L_c,L-Xylulose,C5H10O5,Presence
xylu__L_e,L-Xylulose,C5H10O5,Presence
xylu__L_p,L-Xylulose,C5H10O5,Presence
zn2_c,Zinc,Zn,Absence
zn2_e,Zinc,Zn,Absence
zn2_p,Zinc,Zn,Absence
succ_e,Succinate,C4H4O4,Presence
13dampp_e,1 3 Diaminopropane C3H12N2,C3H12N2,Presence
13dampp_p,1 3 Diaminopropane C3H12N2,C3H12N2,Presence
23dappa_c,"2,3-diaminopropionate",C3H8N2O2,Presence
23dappa_e,"2,3-diaminopropionate",C3H8N2O2,Presence
23dhacoa_c,"2,3-dehydroadipyl-CoA",C27H37N7O19P3S,Presence
2agpe140_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P,Presence
2agpe140_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),C19H40NO7P,Presence
2agpe160_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P,Presence
2agpe160_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P,Presence
2agpe180_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),C23H48NO7P,Presence
2agpe180_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),C23H48NO7P,Presence
