metabolite,name,formula,carbon_atom
LalaDgluMdapDala_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,Presence
LalaDgluMdap_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
LalaDgluMdap_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
LalaDgluMdap_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
LalaDglu_c,L-alanine-D-glutamate,C8H13N2O5,Presence
LalaLglu_c,L-alanine-L-glutamate,C8H13N2O5,Presence
LalaLglu_e,L-alanine-L-glutamate,C8H13N2O5,Presence
LalaLglu_p,L-alanine-L-glutamate,C8H13N2O5,Presence
Larab_e,Alpha L Arabinan C15H24O12,C15H24O12,Presence
Largn_c,L-Arogenate,C10H13NO5,Presence
Lcyst_c,L-Cysteate,C3H6NO5S,Presence
Lcyst_e,L-Cysteate,C3H6NO5S,Presence
Lcyst_p,L-Cysteate,C3H6NO5S,Presence
Lpipecol_c,L-pipecolic acid; piperidine-2-carboxylic acid,C6H11NO2,Presence
Ncarbsar_c,N Carbamoylsarcosine,C4H7N2O3,Presence
Ncbmpts_c,N-Carbamoylputrescine,C5H14N3O,Presence
Nforglu_c,N-Formyl-L-glutamate,C6H8NO5,Presence
R3hdec4coa_c, 3 Hydroxy 4Z decenoyl CoA,C31H48N7O18P3S,Presence
R3hdec4e_c, 3 Hydroxy 4Z decenic acid,C10H17O3,Presence
R_3h4atba_c, 3 Hydroxy 4 acetylthiobutanoic acid,HO,Absence
R_3h4atbcoa_c, 3 Hydroxy 4 acetylthiobutanyl CoA,C21H32N7O16P3S,Presence
R_3h6atha_c, 3 Hydroxy 6acetylthiohexanoic acid,C2H3O,Presence
R_3h6athcoa_c, 3 Hydroxy 6 acetylthiohexanoyl CoA,C23H34N7O16P3S,Presence
R_3hcddec5ecoa_c,(R)-Hydroxydodecanoyl-5-en-CoA,C33H53N7O18P3S,Presence
R_3hcmrs7e_c, 3 hydroxy cis myristol 7 en,C14H25O3,Presence
R_3hcmrs7ecoa_c,(R)-3-hydroxy-cis-myristol-7-eoyl-CoA,C35H56N7O18P3S,Presence
R_3hdcaa_c, 3 hydroxydecanoic acid,C10H19O3,Presence
R_3hdcoa_c,(R)-Hydroxydecanoyl-CoA,C31H50N7O18P3S,Presence
R_3hdd5ea_c, 3 Hydroxydodecanoic 5 en acid,C12H22O3,Presence
R_3hdd6coa_c, 3 hydroxy  6Z  dodedecenyl CoA,C33H50N7O18P3S,Presence
R_3hdd6e_c, 3 Hydroxydodecanoic 6 en acid,C12H19O3,Presence
R_3hdda_c, 3 Hydroxydodecanoic acid,C12H23O3,Presence
R_3hddcoa_c,(R)-3-Hydroxydodecanoyl-CoA,C33H54N7O18P3S,Presence
R_3hhcoa_c,(R)-Hydroxyhexanoyl-CoA,C27H42N7O18P3S,Presence
R_3hhdca_c, 3 Hydroxyhexadecanoic acid,C16H31O3,Presence
R_3hhdcoa_c, 3 Hydroxyhexadecanoyl CoA,C37H62N7O18P3S,Presence
R_3hhpa_c, 3 hydroxyheptanoic acid,C7H13O3,Presence
R_3hhpcoa_c, 3 Hydroxyheptanoyl CoA,C28H44N7O18P3S,Presence
R_3hhxa_c, 3 hydroxyhexanoic acid,C6H11O3,Presence
R_3hmrscoa_c,(R)-3-hydroxytetradecanoyl-coa,C35H58N7O18P3S,Presence
R_3hnonaa_c, 3 hydroxynonanoic acid,C9H15O3,Presence
R_3hnonacoa_c, 3 Hydroxynonanoyl CoA,C30H46N7O18P3S,Presence
R_3hocoa_c,(R)-Hydroxyoctanoyl-CoA,C29H46N7O18P3S,Presence
R_3hocta_c, 3 hydroxyoctanoic acid,C8H15O3,Presence
R_3hpba_c, 3 Hydroxyphenylbutanoic acid,C10H11O3,Presence
R_3hpbcoa_c, 3 Hydroxyphenylbutanoyl CoA,C31H42N7O18P3S,Presence
R_3hpdeca_c, 3 Hydroxy 10 phenyldecanoic acid,C16H17O3,Presence
R_3hpdeca_e, 3 Hydroxy 10 phenyldecanoic acid,C16H17O3,Presence
R_3hpdeca_p, 3 Hydroxy 10 phenyldecanoic acid,C16H17O3,Presence
R_3hpdecacoa_c, 3 Hydroxyphenyldecanoyl CoA,C37H48N7O18P3S,Presence
R_3hphpa_c, 3 Hydroxy 7 phenylheptanoic acid,C13H13O3,Presence
R_3hphpa_e, 3 Hydroxy 7 phenylheptanoic acid,C13H13O3,Presence
R_3hphpa_p, 3 Hydroxy 7 phenylheptanoic acid,C13H13O3,Presence
R_3hphpcoa_c, 3 Hydroxyphenylheptanoyl CoA,C34H44N7O18P3S,Presence
R_3hphxa_c, 3 Hydroxy 6 phenylhexanoic acid,C12H13O3,Presence
R_3hphxacoa_c, 3 Hydroxyphenylhexanoyl CoA,C33H44N7O18P3S,Presence
R_3hpnona_c, 3 Hydroxy 9 phenylnonanoic acid,C15H15O3,Presence
R_3hpnona_e, 3 Hydroxy 9 phenylnonanoic acid,C15H15O3,Presence
R_3hpnona_p, 3 Hydroxy 9 phenylnonanoic acid,C15H15O3,Presence
R_3hpnonacoa_c, 3 Hydroxyphenylnonanoyl CoA,C36H46N7O18P3S,Presence
R_3hpocta_c, 3 Hydroxy 8 phenyloctanoic acid,C14H15O3,Presence
R_3hpocta_e, 3 Hydroxy 8 phenyloctanoic acid,C14H15O3,Presence
R_3hpocta_p, 3 Hydroxy 8 phenyloctanoic acid,C14H15O3,Presence
R_3hpoctacoa_c, 3 Hydroxyphenyloctanoyl CoA,C35H46N7O18P3S,Presence
R_3hppta_c, 3 Hydroxy 5 phenylpentanoic acic,C11H11O3,Presence
R_3hpptcoa_c, 3 Hydroxyphenylpentanoyl CoA,C32H42N7O18P3S,Presence
R_3hpt_c, 3 Hydroxypentanoic acid,C5H9O3,Presence
R_3hptcoa_c, 3 Hydroxpypentoyl CoA,C26H40N7O18P3S,Presence
R_3htd58coa_c, 3 hydroxy  5Z 8Z  tetradecedienyl CoA,C35H52N7O18P3S,Presence
R_3htd58e_c, 3 hydroxy  5Z 8Z  tetradecedienic acid,C14H21O3,Presence
R_3htd5coa_c, 3 hydroxy  5Z  tetradecenyl CoA,C35H56N7O18P3S,Presence
R_3htd5e_c, 3 hydroxy  5Z  tetradecenic acid,C14H25O3,Presence
R_3httdca_c, 3 Hydroxytetradecanoic acid,C14H27O3,Presence
S2hglut_c,(S)-2-Hydroxyglutarate,C5H6O5,Presence
S_gtrdhdlp_c,S-Glutaryldihydrolipoamide,C13H22NO4S2,Presence
Sfglutth_c,S-Formylglutathione,C11H16N3O7S,Presence
aac24dab_c,N alpha AcetylL 2 4 diaminobutyrate,C6H12N2O3,Presence
aacald_c,Aminoacetaldehyde,C2H6NO,Presence
aacoa_c,Acetoacetyl-CoA,C25H36N7O18P3S,Presence
aact_c,Aminoacetone,C3H8NO,Presence
aad_c,Acetyl-adenylate,C12H14N5O8P,Presence
ac_c,Acetate,C2H3O2,Presence
ac_e,Acetate,C2H3O2,Presence
ac_p,Acetate,C2H3O2,Presence
acac_c,Acetoacetate,C4H5O3,Presence
acald_c,Acetaldehyde,C2H4O,Presence
acald_e,Acetaldehyde,C2H4O,Presence
accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
acetol_c,Acetol cytosol,C3H6O2,Presence
acg5p_c,N-Acetyl-L-glutamyl 5-phosphate,C7H9NO8P,Presence
acg5sa_c,N-Acetyl-L-glutamate 5-semialdehyde,C7H10NO4,Presence
acgam1p_c,N-Acetyl-D-glucosamine 1-phosphate,C8H14NO9P,Presence
acgam6p_c,N-Acetyl-D-glucosamine 6-phosphate,C8H14NO9P,Presence
acgam_c,N-Acetyl-D-glucosamine,C8H15NO6,Presence
acgam_e,N-Acetyl-D-glucosamine,C8H15NO6,Presence
acgam_p,N-Acetyl-D-glucosamine,C8H15NO6,Presence
acglu_c,N-Acetyl-L-glutamate,C7H9NO5,Presence
achms_c,O Acetyl L homoserine C6H11NO4,C6H11NO4,Presence
acmana_c,N-Acetyl-D-mannosamine,C8H15NO6,Presence
acmana_e,N-Acetyl-D-mannosamine,C8H15NO6,Presence
acmanap_c,N-Acetyl-D-mannosamine 6-phosphate,C8H14NO9P,Presence
acmum6p_c,N-acetylmuramate 6-phosphate,C11H17NO11P,Presence
acnam_c,N-Acetylneuraminate,C11H18NO9,Presence
acnam_e,N-Acetylneuraminate,C11H18NO9,Presence
acon_C_c,Cis-Aconitate,C6H3O6,Presence
acon_C_e,Cis-Aconitate,C6H3O6,Presence
acon_C_p,Cis-Aconitate,C6H3O6,Presence
acon_c,Cis-Aconitate,C6H3O6,Presence
acorn_c,N2-Acetyl-L-ornithine,C7H14N2O3,Presence
acser_c,O-Acetyl-L-serine,C5H9NO4,Presence
actn__R_c, R  Acetoin C4H8O2,C4H8O2,Presence
actn__R_e, R  Acetoin C4H8O2,C4H8O2,Presence
actn__S_c,S-acetoin,C4H8O2,Presence
actp_c,Acetyl phosphate,C2H3O5P,Presence
adcobhex_c,Adenosyl-cobyric acid,C55H76CoN15O11,Presence
ade_c,Adenine,C5H5N5,Presence
adn_c,Adenosine,C10H13N5O4,Presence
adn_e,Adenosine,C10H13N5O4,Presence
adn_p,Adenosine,C10H13N5O4,Presence
adocbi_c,Adenosyl cobinamide,C58H84CoN16O11,Presence
adocbip_c,Adenosyl cobinamide phosphate,C58H83CoN16O14P,Presence
adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
adpglc_c,ADPglucose C16H23N5O15P2,C16H23N5O15P2,Presence
adprib_c,ADPribose C15H21N5O14P2,C15H21N5O14P2,Presence
adsel_c,Adenylylselenate,C10H12N5O10PSe,Presence
agm_c,Agmatine,C5H16N4,Presence
agm_e,Agmatine,C5H16N4,Presence
agm_p,Agmatine,C5H16N4,Presence
ahcys_c,S-Adenosyl-L-homocysteine,C14H20N6O5S,Presence
ahdt_c,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",C9H12N5O13P3,Presence
aicar_c,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,C9H13N4O8P,Presence
air_c,5-amino-1-(5-phospho-D-ribosyl)imidazole,C8H12N3O7P,Presence
akg_c,2-Oxoglutarate,C5H4O5,Presence
akg_e,2-Oxoglutarate,C5H4O5,Presence
ala_B_c,Beta-Alanine,C3H7NO2,Presence
ala_L_asp__L_c,Ala L asp L C7H11N2O5,C7H11N2O5,Presence
ala_L_asp__L_e,Ala L asp L C7H11N2O5,C7H11N2O5,Presence
ala_L_glu__L_c,Ala L glu L C8H13N2O5,C8H13N2O5,Presence
ala_L_glu__L_e,Ala L glu L C8H13N2O5,C8H13N2O5,Presence
ala__D_c,D-Alanine,C3H7NO2,Presence
ala__D_p,D-Alanine,C3H7NO2,Presence
ala__L_c,L-Alanine,C3H7NO2,Presence
ala__L_e,L-Alanine,C3H7NO2,Presence
ala__L_p,L-Alanine,C3H7NO2,Presence
alaala_c,D-Alanyl-D-alanine,C6H12N2O3,Presence
alaala_p,D-Alanyl-D-alanine,C6H12N2O3,Presence
alac__S_c,(S)-2-Acetolactate,C5H7O4,Presence
alahis_c,L alaninylhistidine,C9H14N4O3,Presence
alahis_e,L alaninylhistidine,C9H14N4O3,Presence
alahis_p,L alaninylhistidine,C9H14N4O3,Presence
alaleu_c,L alaninylleucine,C9H18N2O3,Presence
alaleu_e,L alaninylleucine,C9H18N2O3,Presence
alaleu_p,L alaninylleucine,C9H18N2O3,Presence
alathr_c,L alaninylthreonine,C7H14N2O4,Presence
alathr_e,L alaninylthreonine,C7H14N2O4,Presence
alathr_p,L alaninylthreonine,C7H14N2O4,Presence
alatrp_c,L alaninyltryptophan,C14H17N3O3,Presence
alatrp_e,L alaninyltryptophan,C14H17N3O3,Presence
alatrp_p,L alaninyltryptophan,C14H17N3O3,Presence
allphn_c,Allophanate C2H3N2O3,C2H3N2O3,Presence
alltn_c,Allantoin,C4H6N4O3,Presence
alltt_c,Allantoate,C4H7N4O4,Presence
altrn_c,D-Altronate,C6H11O7,Presence
amacald_c,Aminoacetaldehyde C2H5NO,C2H6NO,Presence
amet_c,S-Adenosyl-L-methionine,C15H23N6O5S,Presence
ametam_c,S-Adenosylmethioninamine,C14H24N6O3S,Presence
amob_c,S-Adenosyl-4-methylthio-2-oxobutanoate,C15H19N5O6S,Presence
amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
anhgm3p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,C34H52N6O19,Presence
anhgm3p_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,C34H52N6O19,Presence
anhgm4p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,C37H57N7O20,Presence
anhgm4p_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,C37H57N7O20,Presence
anhgm_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C19H29N2O12,Presence
anhgm_e,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C19H29N2O12,Presence
anhgm_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C19H29N2O12,Presence
anhm3p_c,"1,6-anhydrous-N-Acetylmuramyl-tripeptide",C26H39N5O14,Presence
anhm4p_c,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",C29H44N6O15,Presence
anhm_c,"1,6-anhydrous-N-Acetylmuramate",C11H16NO7,Presence
anth_c,Anthranilate,C7H6NO2,Presence
ap4a_c,"P1,P4-Bis(5'-adenosyl) tetraphosphate",C20H24N10O19P4,Presence
apc_c,Ampicillin,C16H19N3O4S,Presence
apc_e,Ampicillin,C16H19N3O4S,Presence
apc_p,Ampicillin,C16H19N3O4S,Presence
appl_c,1-Aminopropan-2-ol,C3H10NO,Presence
aprut_c,N Acetylputrescine C6H15N2O,C6H15N2O,Presence
aps_c,Adenosine 5'-phosphosulfate,C10H12N5O10PS,Presence
arab__D_c,D Arabinose C5H10O5,C5H10O5,Presence
arab__D_p,D Arabinose C5H10O5,C5H10O5,Presence
arab__L_c,L-Arabinose,C5H10O5,Presence
arab__L_e,L-Arabinose,C5H10O5,Presence
arab__L_p,L-Arabinose,C5H10O5,Presence
arbt6p_c,Arbutin 6-phosphate,C12H15O10P,Presence
arbt6p_e,Arbutin 6-phosphate,C12H15O10P,Presence
arbt_e,Arbutin C12H16O7,C12H16O7,Presence
arg__D_c,D-Arginine,C6H15N4O2,Presence
arg__L_c,L-Arginine,C6H15N4O2,Presence
arg__L_e,L-Arginine,C6H15N4O2,Presence
arg__L_p,L-Arginine,C6H15N4O2,Presence
argsuc_c,N(omega)-(L-Arginino)succinate,C10H17N4O6,Presence
ascb6p_c,L-ascorbate-6-phosphate,C6H7O9P,Presence
ascb__L_e,L-Ascorbate,C6H8O6,Presence
asn__L_c,L-Asparagine,C4H8N2O3,Presence
asn__L_e,L-Asparagine,C4H8N2O3,Presence
asn__L_p,L-Asparagine,C4H8N2O3,Presence
aso3_c,Arsenite,H3AsO3,Absence
aso3_e,Arsenite,H3AsO3,Absence
aso3_p,Arsenite,H3AsO3,Absence
aso4_c,Arsenate,HAsO4,Absence
aso4_e,Arsenate,HAsO4,Absence
aso4_p,Arsenate,HAsO4,Absence
asp__D_c,D-Aspartate,C4H6NO4,Presence
asp__L_c,L-Aspartate,C4H6NO4,Presence
asp__L_e,L-Aspartate,C4H6NO4,Presence
asp__L_p,L-Aspartate,C4H6NO4,Presence
aspsa_c,L-Aspartate 4-semialdehyde,C4H7NO3,Presence
athr__L_c,L-Allo-threonine,C4H9NO3,Presence
atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
b2coa_c,Crotonoyl-CoA,C25H36N7O17P3S,Presence
balaala_c,Beta alanylL alanine,C6H12N2O3,Presence
balaala_e,Beta alanylL alanine,C6H12N2O3,Presence
balaala_p,Beta alanylL alanine,C6H12N2O3,Presence
balabala_c,Beta alanyl beta alanine,C6H12N2O3,Presence
balabala_e,Beta alanyl beta alanine,C6H12N2O3,Presence
balabala_p,Beta alanyl beta alanine,C6H12N2O3,Presence
balagly_c,Beta alanylL glycine,C5H10N2O3,Presence
balagly_e,Beta alanylL glycine,C5H10N2O3,Presence
balagly_p,Beta alanylL glycine,C5H10N2O3,Presence
balaleu_c,Beta alanylL leucine,C9H18N2O3,Presence
balaleu_e,Beta alanylL leucine,C9H18N2O3,Presence
balaleu_p,Beta alanylL leucine,C9H18N2O3,Presence
balamd_c,Beta Alaninamide,C3H9N2O,Presence
balamd_e,Beta Alaninamide,C3H9N2O,Presence
balamd_p,Beta Alaninamide,C3H9N2O,Presence
benzcoa_c,Benzoyl-CoA,C28H40N7O17P3S,Presence
betald_c,Betaine aldehyde,C5H12NO,Presence
bglycogen_c,Branching glycogen,C24H42O21,Presence
bglyg4n_c,Branching glycogen  4 units,C24H40O20,Presence
bhb_c,(R)-3-Hydroxybutanoate,C4H7O3,Presence
bhb_p,(R)-3-Hydroxybutanoate,C4H7O3,Presence
btal_c,Butanal C4H8O,C4H8O,Presence
btcoa_c,Butanoyl-CoA,C25H38N7O17P3S,Presence
btd_RR_c, R R  2 3 Butanediol C4H10O2,C4H10O2,Presence
btn_c,Biotin,C10H15N2O3S,Presence
btn_e,Biotin,C10H15N2O3S,Presence
btoh_c,Butanol,C4H10O,Presence
but_c,Butyrate (n-C4:0),C4H7O2,Presence
but_e,Butyrate (n-C4:0),C4H7O2,Presence
but_p,Butyrate (n-C4:0),C4H7O2,Presence
buts_c,Butanesulfonate C4H9O3S,C4H9O3S,Presence
buts_e,Butanesulfonate C4H9O3S,C4H9O3S,Presence
butso3_c,Butanesulfonate,C4H9O3S,Presence
butso3_e,Butanesulfonate,C4H9O3S,Presence
butso3_p,Butanesulfonate,C4H9O3S,Presence
bz12diol_c,"Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate",C7H7O4,Presence
bz_c,Benzoate,C7H5O2,Presence
bz_e,Benzoate,C7H5O2,Presence
bz_p,Benzoate,C7H5O2,Presence
bzal_c,Benzaldehyde,C7H6O,Presence
ca2_c,Calcium,Ca,Absence
ca2_e,Calcium,Ca,Absence
ca2_p,Calcium,Ca,Absence
cala_c,N-Carbamoyl-beta-alanine,C4H7N2O3,Presence
camp_c,CAMP C10H11N5O6P,C10H11N5O6P,Presence
carn_c,L-Carnosine,C9H14N4O3,Presence
carn_e,L-Carnosine,C9H14N4O3,Presence
carn_p,L-Carnosine,C9H14N4O3,Presence
catechol_c,Catechol,C6H6O2,Presence
cbasp_c,N-Carbamoyl-L-aspartate,C5H6N2O5,Presence
cbm_c,Carbamate,CH2NO2,Presence
cbp_c,Carbamoyl phosphate,CH2NO5P,Presence
ccmuac_c,"Cis,cis-Muconate",C6H4O4,Presence
cd2_c,Cadmium,Cd,Absence
cd2_e,Cadmium,Cd,Absence
cd2_p,Cadmium,Cd,Absence
cdigmp_c,Cyclic diguanosine monophosphate,C20H22N10O14P2,Presence
cdp_c,CDP C9H12N3O11P2,C9H12N3O11P2,Presence
cdpdddecg_c,"CDP-1,2-didodecanoylglycerol",C36H63N3O15P2,Presence
cdpdhdec9eg_c,"CDP-1,2-dihexadec-9-enoylglycerol",C44H75N3O15P2,Presence
cdpdhdecg_c,"CDP-1,2-dihexadecanoylglycerol",C44H79N3O15P2,Presence
cdpdodec11eg_c,"CDP-1,2-dioctadec-11-enoylglycerol",C48H83N3O15P2,Presence
cdpdodecg_c,"CDP-1,2-dioctadecanoylglycerol",C48H87N3O15P2,Presence
cdpdtdec7eg_c,"CDP-1,2-ditetradec-7-enoylglycerol",C40H67N3O15P2,Presence
cdpdtdecg_c,"CDP-1,2-ditetradecanoylglycerol",C40H71N3O15P2,Presence
cell4_p,Cellulose (n=4 repeating units),C24H42O21,Presence
cellb_c,Cellobiose,C12H22O11,Presence
cellb_e,Cellobiose,C12H22O11,Presence
cellb_p,Cellobiose,C12H22O11,Presence
cenchddd_c,"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",C9H9O4,Presence
cgly_c,Cys Gly C5H10N2O3S,C5H10N2O3S,Presence
cgly_e,Cys Gly C5H10N2O3S,C5H10N2O3S,Presence
cgly_p,Cys Gly C5H10N2O3S,C5H10N2O3S,Presence
ch4s_c,Methanethiol CH4S,CH4S,Presence
chol_c,Choline C5H14NO,C5H14NO,Presence
chol_e,Choline C5H14NO,C5H14NO,Presence
chol_p,Choline C5H14NO,C5H14NO,Presence
chols_c,Choline sulfate,C5H13NO4S,Presence
chols_e,Choline sulfate,C5H13NO4S,Presence
chor_c,Chorismate,C10H8O6,Presence
cinmcoa_c,Cinnamoyl CoA,C30H38N7O17P3S,Presence
cinnm_c,Trans-Cinnamate,C9H7O2,Presence
cit_c,Citrate,C6H5O7,Presence
cit_e,Citrate,C6H5O7,Presence
cit_p,Citrate,C6H5O7,Presence
citr__L_c,L-Citrulline,C6H13N3O3,Presence
cl_c,Chloride,Cl,Absence
cl_e,Chloride,Cl,Absence
cl_p,Chloride,Cl,Absence
clpn120_p,"Cardiolipin (tetradodecanoyl, n-C12:0)",C57H108O17P2,Presence
clpn140_p,"Cardiolipin (tetratetradecanoyl, n-C14:0)",C65H124O17P2,Presence
clpn141_p,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1)",C65H116O17P2,Presence
clpn160_p,"Cardiolipin (tetrahexadecanoyl, n-C16:0)",C73H140O17P2,Presence
clpn161_p,"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)",C73H132O17P2,Presence
clpn180_p,"Cardiolipin (tetraoctadecanoyl, n-C18:0)",C81H156O17P2,Presence
clpn181_p,"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)",C81H148O17P2,Presence
cm_c,Chloramphenicol,C11H12Cl2N2O5,Presence
cm_e,Chloramphenicol,C11H12Cl2N2O5,Presence
cm_p,Chloramphenicol,C11H12Cl2N2O5,Presence
cmcbtt_c,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
cmcbtt_e,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
cmcbtt_p,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
cmp_c,CMP C9H12N3O8P,C9H12N3O8P,Presence
co2_c,CO2 CO2,CO2,Presence
co2_e,CO2 CO2,CO2,Presence
co2_p,CO2 CO2,CO2,Presence
co_c,Carbon monoxide,CO,Presence
co_e,Carbon monoxide,CO,Presence
co_p,Carbon monoxide,CO,Presence
coa_c,Coenzyme A,C21H32N7O16P3S,Presence
cobalt2_c,Co2+,Co,Absence
cobalt2_e,Co2+,Co,Absence
cobalt2_p,Co2+,Co,Absence
cpppg3_c,Coproporphyrinogen III,C36H40N4O8,Presence
creat_c,Creatine cytosol,C4H9N3O2,Presence
crn__D_c,D-Carnitine,C7H15NO3,Presence
crn__D_p,D-Carnitine,C7H15NO3,Presence
crn_c,L-Carnitine,C7H15NO3,Presence
crn_e,L-Carnitine,C7H15NO3,Presence
crn_p,L-Carnitine,C7H15NO3,Presence
cro4_c,Chromate,O2,Absence
cro4_p,Chromate,O2,Absence
crtn_c,Creatinine,C4H7N3O,Presence
crtn_e,Creatinine,C4H7N3O,Presence
crtn_p,Creatinine,C4H7N3O,Presence
csn_c,Cytosine,C4H5N3O,Presence
cspmd_c,Carboxyspermidine,C8H21N3O2,Presence
ctbt_c,Crotonobetaine,C7H13NO2,Presence
ctbt_p,Crotonobetaine,C7H13NO2,Presence
ctncoa_c,Crotonyl-CoA,C25H40N7O17P3S,Presence
ctp_c,CTP C9H12N3O14P3,C9H12N3O14P3,Presence
cu2_c,Copper,Cu,Absence
cu2_e,Copper,Cu,Absence
cu2_p,Copper,Cu,Absence
cyan_c,Hydrogen cyanide,CHN,Presence
cyan_e,Hydrogen cyanide,CHN,Presence
cyan_p,Hydrogen cyanide,CHN,Presence
cys__L_c,L-Cysteine,C3H7NO2S,Presence
cys__L_e,L-Cysteine,C3H7NO2S,Presence
cys__L_p,L-Cysteine,C3H7NO2S,Presence
cyst__L_c,L-Cystathionine,C7H14N2O4S,Presence
cytd_c,Cytidine,C9H13N3O5,Presence
cytd_e,Cytidine,C9H13N3O5,Presence
cytd_p,Cytidine,C9H13N3O5,Presence
d5kg_c,2-Deoxy-5-keto-D-gluconic acid,C6H9O6,Presence
d5kgp_c,2-Deoxy-5-keto-D-gluconic acid 6-phosphate,C6H8O9P,Presence
dad_2_c,Deoxyadenosine,C10H13N5O3,Presence
dad_5_c,5'-Deoxyadenosine,C10H13N5O3,Presence
dadp_c,DADP C10H12N5O9P2,C10H12N5O9P2,Presence
damp_c,DAMP C10H12N5O6P,C10H12N5O6P,Presence
dann_c,"7,8-Diaminononanoate",C9H21N2O2,Presence
datp_c,DATP C10H12N5O12P3,C10H12N5O12P3,Presence
db4p_c,"3,4-dihydroxy-2-butanone 4-phosphate",C4H8O6P,Presence
dc2coa_c,Trans-Dec-2-enoyl-CoA,C31H48N7O17P3S,Presence
dca_c,Decanoate (n-C10:0),C10H19O2,Presence
dca_e,Decanoate (n-C10:0),C10H19O2,Presence
dca_p,Decanoate (n-C10:0),C10H19O2,Presence
dcacoa_c,Decanoyl-CoA (n-C10:0CoA),C31H50N7O17P3S,Presence
dcamp_c,"N6-(1,2-Dicarboxyethyl)-AMP",C14H14N5O11P,Presence
dccoa_c,Decanoyl CoA C31H50N7O17P3S,C31H50N7O17P3S,Presence
dcdp_c,DCDP C9H12N3O10P2,C9H12N3O10P2,Presence
dcmp_c,DCMP C9H12N3O7P,C9H12N3O7P,Presence
dctp_c,DCTP C9H12N3O13P3,C9H12N3O13P3,Presence
dcyt_c,Deoxycytidine,C9H13N3O4,Presence
dd2coa_c,Trans-Dodec-2-enoyl-CoA,C33H52N7O17P3S,Presence
dd6_2_coa_c,Trans cis dodedec 2 6 dienoyl CoA,C33H48N7O17P3S,Presence
dd_3_6_coa_c,Cis cis dodedec 3 6 dienoyl CoA,C33H48N7O17P3S,Presence
ddcaACP_c,Dodecanoyl-ACP (n-C12:0ACP),C396H625N96O143P0S3,Presence
ddca_c,Dodecanoate (n-C12:0),C12H23O2,Presence
ddca_p,Dodecanoate (n-C12:0),C12H23O2,Presence
ddcacoa_c,Dodecanoyl-CoA (n-C12:0CoA),C33H54N7O17P3S,Presence
ddcap_c,Dodecanoly-phosphate (n-C12:0),C12H24O5P,Presence
ddcoa_c,Dodecanoyl CoA  n C120CoA  C33H54N7O17P3S,C33H54N7O17P3S,Presence
dde2coa_c,Trans cis dodedeca 2 5 dienoyl CoA,C33H51N7O17P3S,Presence
ddecoa_c,Cis dodedec 5 enoyl CoA,C33H52N7O17P3S,Presence
dded3coa_c,Cis dodedec 3 enoyl CoAdodedecenoyl CoA  n C121d3CoA,C33H52N7O17P3S,Presence
dec4_2_coa_c,2 trans 4 cis decadienoyl CoA,C31H46N7O17P3S,Presence
dec4coa_c,4 cis decenoyl CoA,C31H46N7O17P3S,Presence
decdp_c,All trans Decaprenyl diphosphate,C50H81O7P2,Presence
decoa_c,1-decanoyl-CoA,C31H49N7O17P3S,Presence
dextrin_c,Dextrin C12H20O10,C12H20O10,Presence
dextrin_e,Dextrin C12H20O10,C12H20O10,Presence
dgal6p_c,D-Galactose 6-phosphate,C6H11O9P,Presence
dgdp_c,DGDP C10H12N5O10P2,C10H12N5O10P2,Presence
dgmp_c,DGMP C10H12N5O7P,C10H12N5O7P,Presence
dgsn_c,Deoxyguanosine,C10H13N5O4,Presence
